ＨＥＬＬＰ症候群,ＨＥＬＬＰ症候群
ＨＩＶ感染,ＨＩＶ感染
ＨＩＶ感染症,ＨＩＶ感染症
ＨＩＶ網膜症,ＨＩＶ網膜症
ＨＩＶ脳症,ＨＩＶ脳症
ＩＣＵ症候群,ＩＣＵ症候群
ＩｇＡ欠損症,ＩｇＡ欠損症
ＩｇＡ腎症,ＩｇＡ腎症
ＩｇＧ４関連疾患,ＩｇＧ４関連疾患
ＩＭＡｇｅ症候群,ＩＭＡｇｅ症候群
ＭＡＬＴリンパ腫,ＭＡＬＴリンパ腫
ＭＰ関節炎,ＭＰ関節炎
ＭＰ関節痛,ＭＰ関節痛
ＭＰ関節脱臼,ＭＰ関節脱臼
ＭＲＳＡ保菌者,ＭＲＳＡ保菌者
ＭＲＳＡ感染性心内膜炎,ＭＲＳＡ感染性心内膜炎
ＭＲＳＡ感染症,ＭＲＳＡ感染症
ＭＲＳＡ敗血症,ＭＲＳＡ敗血症
ＭＲＳＡ肺化膿症,ＭＲＳＡ肺化膿症
ＭＲＳＡ肺炎,ＭＲＳＡ肺炎
ＭＲＳＡ腸炎,ＭＲＳＡ腸炎
ＭＲＳＡ腹膜炎,ＭＲＳＡ腹膜炎
ＭＲＳＡ膿胸,ＭＲＳＡ膿胸
ＭＲＳＡ骨髄炎,ＭＲＳＡ骨髄炎
ＭＲＳＡ髄膜炎,ＭＲＳＡ髄膜炎
ＰＡＰＡ症候群,ＰＡＰＡ症候群
ＰＩＰ関節炎,ＰＩＰ関節炎
ＰＯＥＭＳ症候群,ＰＯＥＭＳ症候群
ＱＴ延長症候群,ＱＴ延長症候群
Ｑ熱,Ｑ熱
ＲＳ３ＰＥ症候群,ＲＳ３ＰＥ症候群
ＲＳウイルス感染症,ＲＳウイルス感染症
ＲＳウイルス気管支炎,ＲＳウイルス気管支炎
ＲＳウイルス細気管支炎,ＲＳウイルス細気管支炎
ＲＳウイルス肺炎,ＲＳウイルス肺炎
ＳＡＰＨＯ症候群,ＳＡＰＨＯ症候群
ＳＧＡ性低身長症,ＳＧＡ性低身長症
Ｓ状結腸ポリープ,Ｓ状結腸ポリープ
Ｓ状結腸多発憩室,Ｓ状結腸多発憩室
Ｓ状結腸子宮瘻,Ｓ状結腸子宮瘻
Ｓ状結腸憩室,Ｓ状結腸憩室
Ｓ状結腸憩室出血,Ｓ状結腸憩室出血
Ｓ状結腸憩室炎,Ｓ状結腸憩室炎
Ｓ状結腸憩室穿孔,Ｓ状結腸憩室穿孔
Ｓ状結腸潰瘍,Ｓ状結腸潰瘍
Ｓ状結腸炎,Ｓ状結腸炎
Ｓ状結腸狭窄症,Ｓ状結腸狭窄症
Ｓ状結腸瘻,Ｓ状結腸瘻
Ｓ状結腸癌,Ｓ状結腸癌
Ｓ状結腸穿孔,Ｓ状結腸穿孔
Ｓ状結腸粘膜下腫瘍,Ｓ状結腸粘膜下腫瘍
Ｓ状結腸腫瘍,Ｓ状結腸腫瘍
Ｓ状結腸腺腫,Ｓ状結腸腺腫
Ｓ状結腸軸捻転,Ｓ状結腸軸捻転
Ｓ状結腸過長症,Ｓ状結腸過長症
Ｓ状静脈洞血栓症,Ｓ状静脈洞血栓症
ＴＡＦＲＯ症候群,ＴＡＦＲＯ症候群
ＴＳＨ産生下垂体腺腫,ＴＳＨ産生下垂体腺腫
Ｔリンパ芽球性白血病,Ｔリンパ芽球性白血病
ＶＰシャント感染症,ＶＰシャント感染症
ＶＰシャント機能不全,ＶＰシャント機能不全
ＷＰＷ症候群,ＷＰＷ症候群
アイカルディ症候群,アイカルディ症候群
アイザックス症候群,アイザックス症候群
アイゼンメンゲル症候群,アイゼンメンゲル症候群
アカツキ病,アカツキ病
アキレス腱付着部痛,アキレス腱付着部痛
アキレス腱周囲炎,アキレス腱周囲炎
アキレス腱断裂,アキレス腱断裂
アキレス腱炎,アキレス腱炎
アキレス腱痛,アキレス腱痛
アキレス腱部石灰化症,アキレス腱部石灰化症
アジソン病,アジソン病
アシドーシス,アシドーシス
アスピリン不耐症,アスピリン不耐症
アスピリン喘息,アスピリン喘息
アスペルガー症候群,アスペルガー症候群
アスペルギルス症,アスペルギルス症
アスペルギルス腫,アスペルギルス腫
アセトン血性嘔吐症,アセトン血性嘔吐症
アッシャーマン症候群,アッシャーマン症候群
アッシャー症候群,アッシャー症候群
アテトーシス型脳性麻痺,アテトーシス型脳性麻痺
アデノイド増殖症,アデノイド増殖症
アデノイド肥大,アデノイド肥大
アデノウイルス咽頭炎,アデノウイルス咽頭炎
アデノウイルス感染症,アデノウイルス感染症
アデノウイルス結膜炎,アデノウイルス結膜炎
アデノウイルス脳炎,アデノウイルス脳炎
アテローム,アテローム
アテローム血栓性脳梗塞,アテローム血栓性脳梗塞
アトピー咳嗽,アトピー咳嗽
アトピー性喘息,アトピー性喘息
アトピー性湿疹,アトピー性湿疹
アトピー性白内障,アトピー性白内障
アトピー性皮膚炎,アトピー性皮膚炎
アトピー性脊髄炎,アトピー性脊髄炎
アトピー性角結膜炎,アトピー性角結膜炎
アドリアマイシン心筋症,アドリアマイシン心筋症
アナフィラキシー,アナフィラキシー
アナフィラキシーショック,アナフィラキシーショック
アナフィラクトイド紫斑,アナフィラクトイド紫斑
アニサキス症,アニサキス症
アフタ性口内炎,アフタ性口内炎
アペール症候群,アペール症候群
アポクリン腺癌,アポクリン腺癌
アミノ酸代謝異常症,アミノ酸代謝異常症
アミロイドーシス,アミロイドーシス
アミロイド苔癬,アミロイド苔癬
アメーバ性肝膿瘍,アメーバ性肝膿瘍
アメーバ赤痢,アメーバ赤痢
アラジール症候群,アラジール症候群
アルカプトン尿症,アルカプトン尿症
アルカリ性食道炎,アルカリ性食道炎
アルカリ血症,アルカリ血症
アルカローシス,アルカローシス
アルコールてんかん,アルコールてんかん
アルコール乱用,アルコール乱用
アルコール依存症,アルコール依存症
アルコール性ミオパチー,アルコール性ミオパチー
アルコール性多発ニューロパチー,アルコール性多発ニューロパチー
アルコール性心筋症,アルコール性心筋症
アルコール性急性膵炎,アルコール性急性膵炎
アルコール性慢性膵炎,アルコール性慢性膵炎
アルコール性精神病,アルコール性精神病
アルコール性肝不全,アルコール性肝不全
アルコール性肝炎,アルコール性肝炎
アルコール性肝疾患,アルコール性肝疾患
アルコール性肝硬変,アルコール性肝硬変
アルコール性肝線維症,アルコール性肝線維症
アルコール性肝障害,アルコール性肝障害
アルコール性脂肪肝,アルコール性脂肪肝
アルコール性脳症,アルコール性脳症
アルコール性認知症,アルコール性認知症
アルコール離脱せん妄,アルコール離脱せん妄
アルコール離脱状態,アルコール離脱状態
アルツハイマー型初老期認知症,アルツハイマー型初老期認知症
アルツハイマー型老年認知症,アルツハイマー型老年認知症
アルツハイマー型認知症,アルツハイマー型認知症
アルツハイマー病,アルツハイマー病
アルドステロン産生腫瘍,アルドステロン産生腫瘍
アルブミン尿,アルブミン尿
アルポート症候群,アルポート症候群
アレルギー,アレルギー
アレルギー性じんま疹,アレルギー性じんま疹
アレルギー性副鼻腔炎,アレルギー性副鼻腔炎
アレルギー性咳嗽,アレルギー性咳嗽
アレルギー性接触皮膚炎,アレルギー性接触皮膚炎
アレルギー性気管支炎,アレルギー性気管支炎
アレルギー性気管支肺アスペルギルス症,アレルギー性気管支肺アスペルギルス症
アレルギー性気管支肺真菌症,アレルギー性気管支肺真菌症
アレルギー性浮腫,アレルギー性浮腫
アレルギー性皮膚炎,アレルギー性皮膚炎
アレルギー性眼瞼炎,アレルギー性眼瞼炎
アレルギー性結膜炎,アレルギー性結膜炎
アレルギー性肺炎,アレルギー性肺炎
アレルギー性胃炎,アレルギー性胃炎
アレルギー性胃腸炎,アレルギー性胃腸炎
アレルギー性膀胱炎,アレルギー性膀胱炎
アレルギー性血管炎,アレルギー性血管炎
アレルギー性鼻炎,アレルギー性鼻炎
アンジェルマン症候群,アンジェルマン症候群
いびき,いびき
イレウス,イレウス
インスリノーマ,インスリノーマ
インスリン抵抗性糖尿病,インスリン抵抗性糖尿病
インスリン異常症,インスリン異常症
インスリン自己免疫症候群,インスリン自己免疫症候群
インターフェロン網膜症,インターフェロン網膜症
インプラント破損,インプラント破損
インフルエンザ,インフルエンザ
インフルエンザＡ型,インフルエンザＡ型
インフルエンザＢ型,インフルエンザＢ型
インフルエンザ心筋炎,インフルエンザ心筋炎
インフルエンザ肺炎,インフルエンザ肺炎
インフルエンザ脳症,インフルエンザ脳症
インレー脱離,インレー脱離
ウイリアムズ症候群,ウイリアムズ症候群
ウイルス性ぶどう膜炎,ウイルス性ぶどう膜炎
ウイルス性中毒疹,ウイルス性中毒疹
ウイルス性口内炎,ウイルス性口内炎
ウイルス性咽頭炎,ウイルス性咽頭炎
ウイルス性心筋炎,ウイルス性心筋炎
ウイルス性心膜炎,ウイルス性心膜炎
ウイルス性扁桃炎,ウイルス性扁桃炎
ウイルス性気管支炎,ウイルス性気管支炎
ウイルス性疣贅,ウイルス性疣贅
ウイルス性発疹,ウイルス性発疹
ウイルス性肝炎,ウイルス性肝炎
ウイルス性肺炎,ウイルス性肺炎
ウイルス性胃腸炎,ウイルス性胃腸炎
ウイルス性脳炎,ウイルス性脳炎
ウイルス性腸炎,ウイルス性腸炎
ウイルス性関節炎,ウイルス性関節炎
ウイルス性髄膜炎,ウイルス性髄膜炎
ウイルス性髄膜脳炎,ウイルス性髄膜脳炎
ウイルス感染症,ウイルス感染症
ウイルス血症,ウイルス血症
ウイルス関連血球貪食症候群,ウイルス関連血球貪食症候群
ウイルソン病,ウイルソン病
ウェーバー症候群,ウェーバー症候群
ウェルナー症候群,ウェルナー症候群
ウェルニッケ失語症,ウェルニッケ失語症
ウェルニッケ脳症,ウェルニッケ脳症
うっ滞性皮膚炎,うっ滞性皮膚炎
うつ状態,うつ状態
うつ病,うつ病
うつ病型統合失調感情障害,うつ病型統合失調感情障害
うっ血性心不全,うっ血性心不全
うっ血肝,うっ血肝
ウンナ母斑,ウンナ母斑
エキノコックス症,エキノコックス症
エクリン汗孔癌,エクリン汗孔癌
エクリン汗孔腫,エクリン汗孔腫
エナメル質形成不全,エナメル質形成不全
エバンス症候群,エバンス症候群
エプスタイン病,エプスタイン病
エボラ出血熱,エボラ出血熱
エマヌエル症候群,エマヌエル症候群
エリスロポエチン産生腫瘍,エリスロポエチン産生腫瘍
エルシニア腸炎,エルシニア腸炎
エンドトキシン血症,エンドトキシン血症
エンドリーク,エンドリーク
オーバーラップ症候群,オーバーラップ症候群
オウム病,オウム病
オスラー病,オスラー病
オスラー結節,オスラー結節
オトガイ神経麻痺,オトガイ神経麻痺
オリーブ橋小脳萎縮症,オリーブ橋小脳萎縮症
カーニー複合,カーニー複合
カウザルギー,カウザルギー
ガストリノーマ,ガストリノーマ
ガス壊疽,ガス壊疽
カタル性舌炎,カタル性舌炎
カタル性角膜潰瘍,カタル性角膜潰瘍
カタレプシー,カタレプシー
カテーテル感染症,カテーテル感染症
カテーテル敗血症,カテーテル敗血症
カテーテル関連尿路感染症,カテーテル関連尿路感染症
カテコラミン心筋症,カテコラミン心筋症
カフェオレ斑,カフェオレ斑
カポジ水痘様発疹症,カポジ水痘様発疹症
カポジ肉腫,カポジ肉腫
ガラクトース血症,ガラクトース血症
ガラクトシアリドーシス,ガラクトシアリドーシス
カルタゲナー症候群,カルタゲナー症候群
カルチノイド,カルチノイド
カルチノイド症候群,カルチノイド症候群
カルニチン欠乏症,カルニチン欠乏症
カルマン症候群,カルマン症候群
カロチン血症,カロチン血症
ガングリオシドーシス,ガングリオシドーシス
ガングリオン,ガングリオン
カンジダ性口内炎,カンジダ性口内炎
カンジダ性指間びらん,カンジダ性指間びらん
カンジダ性敗血症,カンジダ性敗血症
カンジダ性間擦疹,カンジダ性間擦疹
カンジダ症,カンジダ症
カンピロバクター腸炎,カンピロバクター腸炎
キーンベック病,キーンベック病
ギオン管症候群,ギオン管症候群
ギッテルマン症候群,ギッテルマン症候群
キャッスルマン病,キャッスルマン病
キルレ病,キルレ病
クインケ浮腫,クインケ浮腫
くしゃみ,くしゃみ
クッシング潰瘍,クッシング潰瘍
クッシング病,クッシング病
クッシング症候群,クッシング症候群
グッドパスチャー症候群,グッドパスチャー症候群
くも膜下出血,くも膜下出血
クラインフェルター症候群,クラインフェルター症候群
クラスプ不適合,クラスプ不適合
クラスプ破損,クラスプ破損
クラミジア子宮内膜炎,クラミジア子宮内膜炎
クラミジア尿道炎,クラミジア尿道炎
クラミジア感染症,クラミジア感染症
クラミジア肺炎,クラミジア肺炎
クラミジア腹膜炎,クラミジア腹膜炎
クラミジア頚管炎,クラミジア頚管炎
グラム陰性桿菌敗血症,グラム陰性桿菌敗血症
グラム陰性菌敗血症,グラム陰性菌敗血症
グリオーシス,グリオーシス
クリオグロブリン血症,クリオグロブリン血症
クリオグロブリン血症性紫斑病,クリオグロブリン血症性紫斑病
クリオグロブリン血症性血管炎,クリオグロブリン血症性血管炎
クリオピリン関連周期熱症候群,クリオピリン関連周期熱症候群
クリオフィブリノゲン血症,クリオフィブリノゲン血症
クリプトコッカス性髄膜炎,クリプトコッカス性髄膜炎
クリプトコッカス症,クリプトコッカス症
クルーゾン症候群,クルーゾン症候群
クループ性気管支炎,クループ性気管支炎
グルカゴノーマ,グルカゴノーマ
グルタル酸尿症,グルタル酸尿症
クルッケンベルグ腫瘍,クルッケンベルグ腫瘍
くる病,くる病
グレーブス病,グレーブス病
クレスト症候群,クレスト症候群
クローン病,クローン病
グロムス腫瘍,グロムス腫瘍
クロロキン網膜症,クロロキン網膜症
ケジラミ症,ケジラミ症
ケトーシス,ケトーシス
ケトアシドーシス,ケトアシドーシス
ケトン性低血糖症,ケトン性低血糖症
ケトン血性嘔吐症,ケトン血性嘔吐症
ゲルストマン症候群,ゲルストマン症候群
ケロイド,ケロイド
ケロイド体質,ケロイド体質
ケロイド瘢痕,ケロイド瘢痕
コーエン症候群,コーエン症候群
コーガン症候群,コーガン症候群
ゴーシェ病,ゴーシェ病
コーツ病,コーツ病
ゴールデンハー症候群,ゴールデンハー症候群
コーレス骨折,コーレス骨折
コクシジオイデス症,コクシジオイデス症
コケイン症候群,コケイン症候群
コステロ症候群,コステロ症候群
ゴットロン丘疹,ゴットロン丘疹
コリンエステラーゼ欠損症,コリンエステラーゼ欠損症
コリン作動性クリーゼ,コリン作動性クリーゼ
コリン性じんま疹,コリン性じんま疹
コルサコフ症候群,コルサコフ症候群
コルネリアデランゲ症候群,コルネリアデランゲ症候群
コレステリン肉芽腫,コレステリン肉芽腫
コレステロール塞栓症,コレステロール塞栓症
コレステロール結石,コレステロール結石
かたくなる,こわばり
かたまる,こわばり
カチカチ,こわばり
こしゃく,こわばり
こわばり,こわばり
つっぱり,こわばり
つっぱる,こわばり
つっぱる感じがする,こわばり
リウマチ,こわばり
凝り固まる,こわばり
固く突っ張ったようになる,こわばり
固く縮む,こわばり
固まっているさま,こわばり
固まって動きにくい,こわばり
固まって圧縮されたもの,こわばり
固まって縮む,こわばり
強張り,こわばり
思うように動かないこと,こわばり
手足が自由に動かせない,こわばり
硬くなり動かなくなる,こわばり
筋肉が緊張して硬くなる,こわばり
筋肉のこわばり,こわばり
筋肉の強い強ばり,こわばり
緊張,こわばり
自制できず力が入りすぎること,こわばり
萎縮,こわばり
身体の筋肉が持続的に強くこわばること,こわばり
顔が引きつってる,こわばり
こわばり感,こわばり感
コンパートメント症候群,コンパートメント症候群
サイトメガロウイルス性肝炎,サイトメガロウイルス性肝炎
サイトメガロウイルス感染症,サイトメガロウイルス感染症
サイトメガロウイルス網膜炎,サイトメガロウイルス網膜炎
サイトメガロウイルス肺炎,サイトメガロウイルス肺炎
サイトメガロウイルス腸炎,サイトメガロウイルス腸炎
サラセミア,サラセミア
サルコイドーシス,サルコイドーシス
サルコイドーシス性ぶどう膜炎,サルコイドーシス性ぶどう膜炎
サルコイド筋炎,サルコイド筋炎
サルコペニア,サルコペニア
サルモネラ感染症,サルモネラ感染症
サルモネラ敗血症,サルモネラ敗血症
サルモネラ腸炎,サルモネラ腸炎
シーハン症候群,シーハン症候群
ジアルジア症,ジアルジア症
シェーグレン症候群,シェーグレン症候群
ジギタリス中毒,ジギタリス中毒
ジスキネジア,ジスキネジア
シスチン尿症,シスチン尿症
シスチン結石,シスチン結石
ジストニア,ジストニア
シックハウス症候群,シックハウス症候群
シトリン欠損症,シトリン欠損症
シトルリン血症,シトルリン血症
からだがしびれて動きにくい,しびれ感
ジーンとなる感じ,しびれ感
しびれがきた,しびれ感
しびれた,しびれ感
しびれた感じ,しびれ感
しびれている感覚,しびれ感
しびれる感じがする,しびれ感
しびれ感,しびれ感
しびれ感,しびれ感
ジンジンしている感じ,しびれ感
ビリつき,しびれ感
ピリピリ,しびれ感
びりびりぐる,しびれ感
ビリビリした感じ,しびれ感
ぴりぴりした感覚で平常でなくなる,しびれ感
ぴりぴりする,しびれ感
ビリビリすること,しびれ感
ビリビリする感じ,しびれ感
ピリピリする感じ,しびれ感
ピリピリとしびれている,しびれ感
びりびり感,しびれ感
ピリピリ感ジンジン感を伴う感覚,しびれ感
びれる,しびれ感
中気,しびれ感
感覚おかしい,しびれ感
感覚の低下,しびれ感
手足などがびりびりする,しびれ感
無感覚,しびれ感
痺れる感じ,しびれ感
痺れを感じる,しびれ感
神経にさわる,しびれ感
自発的に生じる異常な感覚,しびれ感
麻痺する,しびれ感
麻痺感,しびれ感
シミター症候群,シミター症候群
しゃっくり,しゃっくり
シャルコー関節,シャルコー関節
ジュベール症候群,ジュベール症候群
シュモール結節,シュモール結節
ショック,ショック
ショック肝,ショック肝
ショック腎,ショック腎
ジルベール症候群,ジルベール症候群
じんま疹,じんま疹
スイート病,スイート病
スキーン腺膿瘍,スキーン腺膿瘍
スキルス胃癌,スキルス胃癌
スギ花粉症,スギ花粉症
スチール症候群,スチール症候群
ステロイドミオパチー,ステロイドミオパチー
ステロイド依存性ネフローゼ症候群,ステロイド依存性ネフローゼ症候群
ステロイド依存性喘息,ステロイド依存性喘息
ステロイド依存性潰瘍性大腸炎,ステロイド依存性潰瘍性大腸炎
ステロイド性大腿骨頭壊死,ステロイド性大腿骨頭壊死
ステロイド性骨粗鬆症,ステロイド性骨粗鬆症
ステロイド抵抗性ネフローゼ症候群,ステロイド抵抗性ネフローゼ症候群
ステロイド潰瘍,ステロイド潰瘍
ステロイド白内障,ステロイド白内障
ステロイド皮膚炎,ステロイド皮膚炎
ステロイド精神病,ステロイド精神病
ステロイド糖尿病,ステロイド糖尿病
ステロイド緑内障,ステロイド緑内障
ステロイド離脱症候群,ステロイド離脱症候群
ストマイ難聴,ストマイ難聴
ストレス性胃潰瘍,ストレス性胃潰瘍
ストレス潰瘍,ストレス潰瘍
スミス骨折,スミス骨折
スワンネック変形,スワンネック変形
セザリー症候群,セザリー症候群
せつ腫症,せつ腫症
セリアック病,セリアック病
セロトニン症候群,セロトニン症候群
セントラルコア病,セントラルコア病
せん妄,せん妄
そう痒,そう痒
ソトス症候群,ソトス症候群
ターナー症候群,ターナー症候群
ダウン症候群,ダウン症候群
ダグラス窩膿瘍,ダグラス窩膿瘍
ダニアレルギー,ダニアレルギー
ダノン病,ダノン病
タバコ誤飲,タバコ誤飲
ダンピング症候群,ダンピング症候群
チアノーゼ,チアノーゼ
低酸素症,チアノーゼ
呼吸が止まって顔が紫になる,チアノーゼ
唇が紫色になる,チアノーゼ
唇などが紫色になること,チアノーゼ
手足の先端の色が紫色になる,チアノーゼ
皮膚が紫になる,チアノーゼ
皮膚が紫色になる,チアノーゼ
皮膚が青紫色になる症状,チアノーゼ
皮膚や粘膜が青紫色である状態,チアノーゼ
真っ青,チアノーゼ
紫色っぽい肌色,チアノーゼ
紫色になる,チアノーゼ
紫藍症,チアノーゼ
血中酸素濃度低下,チアノーゼ
酸素が足りていないこと,チアノーゼ
酸素不足で肌の色が変わる,チアノーゼ
青ざめた状態,チアノーゼ
青紫,チアノーゼ
顔色がおかしい,チアノーゼ
顔色がわるか,チアノーゼ
チアノーゼ性先天性心疾患,チアノーゼ性先天性心疾患
チアノーゼ発作,チアノーゼ発作
チクチク感,チクチク感
チック障害,チック障害
チャドクガ皮膚炎,チャドクガ皮膚炎
チャンス骨折,チャンス骨折
チロシン血症,チロシン血症
つかえ感,つかえ感
デスモイド,デスモイド
テタニー,テタニー
デュシェンヌ型筋ジストロフィー,デュシェンヌ型筋ジストロフィー
デュピュイトラン拘縮,デュピュイトラン拘縮
デュラフォイ潰瘍,デュラフォイ潰瘍
テルソン症候群,テルソン症候群
てんかん,てんかん
てんかん合併妊娠,てんかん合併妊娠
てんかん大発作,てんかん大発作
てんかん小発作,てんかん小発作
てんかん性精神病,てんかん性精神病
てんかん様発作,てんかん様発作
てんかん複雑部分発作,てんかん複雑部分発作
てんかん重積状態,てんかん重積状態
デング出血熱,デング出血熱
デング熱,デング熱
テント切痕ヘルニア,テント切痕ヘルニア
トキソプラスマ症,トキソプラスマ症
トッド麻痺,トッド麻痺
ドライアイ,ドライアイ
ドライブライン感染,ドライブライン感染
トリコモナス尿道炎,トリコモナス尿道炎
トリコモナス症,トリコモナス症
トリコモナス腟炎,トリコモナス腟炎
トリソミー症候群,トリソミー症候群
トルコ鞍部腫瘍,トルコ鞍部腫瘍
トルコ鞍部髄膜腫,トルコ鞍部髄膜腫
トルソー症候群,トルソー症候群
ナックルパッド,ナックルパッド
ナルコレプシー,ナルコレプシー
ニコチン依存症,ニコチン依存症
ニューモシスチス肺炎,ニューモシスチス肺炎
ヌーナン症候群,ヌーナン症候群
ヌック管水腫,ヌック管水腫
ネフローゼ症候群,ネフローゼ症候群
ネマリンミオパチー,ネマリンミオパチー
ノカルジア症,ノカルジア症
ノルウェー疥癬,ノルウェー疥癬
ノロウイルス性胃腸炎,ノロウイルス性胃腸炎
ノロウイルス性腸炎,ノロウイルス性腸炎
バーキットリンパ腫,バーキットリンパ腫
パーキンソン病,パーキンソン病
パーキンソン症候群,パーキンソン症候群
バージャー病,バージャー病
パーソナリティ障害,パーソナリティ障害
バーター症候群,バーター症候群
バセドウ病,バセドウ病
バセドウ病眼症,バセドウ病眼症
パニック発作,パニック発作
パニック障害,パニック障害
パラコクシジオイデス症,パラコクシジオイデス症
パラノイア,パラノイア
パラプロテイン血症,パラプロテイン血症
バリント症候群,バリント症候群
バルサルバ洞動脈瘤,バルサルバ洞動脈瘤
バルトリン腺炎,バルトリン腺炎
バルトリン腺腫,バルトリン腺腫
バルトリン腺膿瘍,バルトリン腺膿瘍
パルボウイルス感染症,パルボウイルス感染症
バレット食道癌,バレット食道癌
ハンセン病,ハンセン病
ハンター舌炎,ハンター舌炎
ハンチントン病,ハンチントン病
ハント症候群,ハント症候群
ピーナッツアレルギー,ピーナッツアレルギー
ビールス症候群,ビールス症候群
ひきつけ,ひきつけ
ヒステリー性てんかん,ヒステリー性てんかん
ヒストプラスマ症,ヒストプラスマ症
ビタミンＡ欠乏症,ビタミンＡ欠乏症
ビタミンＤ欠乏性くる病,ビタミンＤ欠乏性くる病
ビタミンＤ欠乏症,ビタミンＤ欠乏症
ビタミンＥ欠乏症,ビタミンＥ欠乏症
ビタミンＫ欠乏症,ビタミンＫ欠乏症
ビタミン欠乏性貧血,ビタミン欠乏性貧血
ビタミン欠乏症,ビタミン欠乏症
ピック病,ピック病
ヒトアジュバント病,ヒトアジュバント病
ヒノキ花粉症,ヒノキ花粉症
びまん性大細胞型・バーキット中間型分類不能Ｂ細胞性リンパ腫,びまん性大細胞型・バーキット中間型分類不能Ｂ細胞性リンパ腫
びまん性大細胞型Ｂ細胞性リンパ腫,びまん性大細胞型Ｂ細胞性リンパ腫
びまん性星細胞腫,びまん性星細胞腫
びまん性気管支拡張症,びまん性気管支拡張症
びまん性気管支炎,びまん性気管支炎
びまん性汎細気管支炎,びまん性汎細気管支炎
びまん性甲状腺腫,びまん性甲状腺腫
びまん性白内障,びまん性白内障
びまん性肺炎,びまん性肺炎
びまん性胸膜肥厚,びまん性胸膜肥厚
びまん性脱毛症,びまん性脱毛症
びまん性脳損傷,びまん性脳損傷
びまん性表層角膜炎,びまん性表層角膜炎
びまん性軸索損傷,びまん性軸索損傷
びまん性間質性肺炎,びまん性間質性肺炎
びらん性胃炎,びらん性胃炎
びらん性膀胱炎,びらん性膀胱炎
ピリピリ感,ピリピリ感
いろのこいおしっこ,ビリルビン尿
おしっこが濃い,ビリルビン尿
おしっこが茶色い,ビリルビン尿
おしっこの色がおかしい,ビリルビン尿
おしっこの色が濃い,ビリルビン尿
おしっこの色が茶色っぽい,ビリルビン尿
